source,hardware,framework,model,quant,task_id,run_id,label,ttft,end_to_end,decode_time,output_tokens,output_chars,decode_tok_s,output_text_hash,prompt_chars,max_tokens,timestamp
raw_logs/h200/gemma4_26b_drug_zh.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,drug_zh,4,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.drug_zh,0.03017684305086732,0.9253374619875103,0.895160618936643,141,233,157.51363165137138,044eee78c9b90d09,305,500,1778376035.1229427
raw_logs/h200/gemma4_26b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,icd_zh,0,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.icd_zh,0.03381175012327731,0.6031735620927066,0.5693618119694293,88,102,154.55901353061765,1c6e70685f59cf56,275,200,1778376036.78155
raw_logs/h200/gemma4_26b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,icd_zh,1,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.icd_zh,0.032341589918360114,0.6029242509976029,0.5705826610792428,88,102,154.22831081748998,1c6e70685f59cf56,275,200,1778376037.390994
raw_logs/h200/gemma4_26b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,icd_zh,2,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.icd_zh,0.031062148977071047,0.6042987469118088,0.5732365979347378,88,102,153.5142737170781,1c6e70685f59cf56,275,200,1778376038.0019984
raw_logs/h200/gemma4_26b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,icd_zh,3,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.icd_zh,0.030369037063792348,0.6063153541181237,0.5759463170543313,88,102,152.7920179263836,1c6e70685f59cf56,275,200,1778376038.6149125
raw_logs/h200/gemma4_26b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,icd_zh,4,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.icd_zh,0.03163225296884775,0.6040328040253371,0.5724005510564893,88,102,153.73849629874906,1c6e70685f59cf56,275,200,1778376039.225605
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,0,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04715903918258846,1.6581268380396068,1.6109677988570184,223,877,138.42610644248663,3e095e83d4b87471,1474,600,1778375889.1017096
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,1,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04524657782167196,1.6543651369865984,1.6091185591649264,223,877,138.58518922044428,3e095e83d4b87471,1474,600,1778375890.7638836
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,2,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04213346797041595,1.6506370340939611,1.6085035661235452,223,877,138.6381756911019,3e095e83d4b87471,1474,600,1778375892.4221244
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,3,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04271776112727821,1.6542236390523612,1.611505877925083,223,877,138.3798862013006,3e095e83d4b87471,1474,600,1778375894.084438
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,4,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.0477381378877908,1.6658026019576937,1.618064464069903,223,877,137.81898370049493,3e095e83d4b87471,1474,600,1778375895.757795
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,0,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04693412291817367,1.6437281309626997,1.596794008044526,223,877,139.65483266879951,3e095e83d4b87471,1474,600,1778376014.0368981
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,1,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04467889713123441,1.61397770117037,1.5692988040391356,223,877,142.10168224561954,3e095e83d4b87471,1474,600,1778376015.6640656
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,2,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04400099883787334,1.6165691269561648,1.5725681281182915,223,877,141.8062569199072,3e095e83d4b87471,1474,600,1778376017.2881575
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,3,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04187712585553527,1.6167962758336216,1.5749191499780864,223,877,141.59457011053732,3e095e83d4b87471,1474,600,1778376018.9125144
raw_logs/h200/gemma4_26b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-26B-A4B-it,Q4_K_M,soap_en,4,h200-nvl.llamacpp.gemma-4-26B-A4B-it.Q4_K_M.soap_en,0.04304954200051725,1.5494351258967072,1.50638558389619,223,877,148.03646714622812,3e095e83d4b87471,1474,600,1778376020.4689622
raw_logs/h200/gemma4_31b_ddx_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,ddx_en,0,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.ddx_en,0.09985718503594398,2.477342286147177,2.3774851011112332,152,708,63.933103062961536,fa23e3df9fad168d,1084,400,1778376755.5821373
raw_logs/h200/gemma4_31b_ddx_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,ddx_en,1,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.ddx_en,0.09887287206947803,2.480062395101413,2.381189523031935,152,708,63.83364219008512,fa23e3df9fad168d,1084,400,1778376758.0781848
raw_logs/h200/gemma4_31b_ddx_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,ddx_en,2,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.ddx_en,0.09964817599393427,2.484537438955158,2.3848892629612237,152,708,63.73461542246517,fa23e3df9fad168d,1084,400,1778376760.5786874
raw_logs/h200/gemma4_31b_ddx_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,ddx_en,3,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.ddx_en,0.09965417301282287,2.459668954834342,2.360014781821519,152,708,64.40637625272946,fa23e3df9fad168d,1084,400,1778376763.054962
raw_logs/h200/gemma4_31b_ddx_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,ddx_en,4,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.ddx_en,0.09915624489076436,2.471484648063779,2.3723284031730145,152,708,64.07207357830323,fa23e3df9fad168d,1084,400,1778376765.5423522
raw_logs/h200/gemma4_31b_drug_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,drug_zh,0,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.drug_zh,0.08400009502656758,2.161378365010023,2.0773782699834555,134,230,64.50438128491022,ca023d74b1ee5de7,305,500,1778376771.1213145
raw_logs/h200/gemma4_31b_drug_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,drug_zh,1,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.drug_zh,0.08351063495501876,2.16091229300946,2.077401658054441,134,230,64.50365507337452,ca023d74b1ee5de7,305,500,1778376773.2982252
raw_logs/h200/gemma4_31b_drug_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,drug_zh,2,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.drug_zh,0.08255621488206089,2.1746614689473063,2.0921052540652454,134,230,64.0503147437825,ca023d74b1ee5de7,305,500,1778376775.4891284
raw_logs/h200/gemma4_31b_drug_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,drug_zh,3,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.drug_zh,0.0802813689224422,2.1740771969780326,2.0937958280555904,134,230,63.99859919696157,ca023d74b1ee5de7,305,500,1778376777.6791644
raw_logs/h200/gemma4_31b_drug_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,drug_zh,4,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.drug_zh,0.08551893103867769,2.1755891509819776,2.0900702199433,134,230,64.11267847433145,ca023d74b1ee5de7,305,500,1778376779.870912
raw_logs/h200/gemma4_31b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,icd_zh,0,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.icd_zh,0.08388668787665665,0.47431295388378203,0.3904262660071254,26,32,66.5938802373647,538c538b900d7780,275,200,1778376781.8185127
raw_logs/h200/gemma4_31b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,icd_zh,1,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.icd_zh,0.0820430729072541,0.4721821891143918,0.3901391162071377,26,32,66.64289459813034,538c538b900d7780,275,200,1778376782.3063831
raw_logs/h200/gemma4_31b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,icd_zh,2,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.icd_zh,0.08333137212321162,0.4731197371147573,0.3897883649915457,26,32,66.70286323339572,538c538b900d7780,275,200,1778376782.7951946
raw_logs/h200/gemma4_31b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,icd_zh,3,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.icd_zh,0.07660188409499824,0.46599182509817183,0.3893899410031736,26,32,66.77111363744267,538c538b900d7780,275,200,1778376783.2770212
raw_logs/h200/gemma4_31b_icd_zh.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,icd_zh,4,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.icd_zh,0.07408583699725568,0.4633679720573127,0.38928213506005704,26,32,66.7896049121001,538c538b900d7780,275,200,1778376783.7560651
raw_logs/h200/gemma4_31b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,soap_en,0,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.soap_en,0.11006271303631365,3.189014694886282,3.0789519818499684,197,740,63.98281011243112,9b5e4181ebbff4cf,1474,600,1778376736.2982702
raw_logs/h200/gemma4_31b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,soap_en,1,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.soap_en,0.10982516594231129,3.194745770888403,3.0849206049460918,197,740,63.85901785742798,9b5e4181ebbff4cf,1474,600,1778376739.5092027
raw_logs/h200/gemma4_31b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,soap_en,2,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.soap_en,0.1112804701551795,3.180166542995721,3.0688860728405416,197,740,64.19267295173914,9b5e4181ebbff4cf,1474,600,1778376742.7055566
raw_logs/h200/gemma4_31b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,soap_en,3,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.soap_en,0.11023296206258237,3.1853416659869254,3.075108703924343,197,740,64.06277597556004,9b5e4181ebbff4cf,1474,600,1778376745.9071827
raw_logs/h200/gemma4_31b_soap_en.jsonl,h200-nvl,llamacpp,gemma-4-31B-it,Q4_K_M,soap_en,4,h200-nvl.llamacpp.gemma-4-31B-it.Q4_K_M.soap_en,0.10962547594681382,3.205110747134313,3.095485271187499,197,740,63.641071670945564,9b5e4181ebbff4cf,1474,600,1778376749.1283722
raw_logs/h200/glm47_flash_ddx_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,ddx_en,0,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.ddx_en,0.019290067022666335,1.6773628199007362,1.6580727528780699,238,1050,143.54014296832358,332c4d98f80d0af4,1084,400,1778375700.7879884
raw_logs/h200/glm47_flash_ddx_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,ddx_en,1,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.ddx_en,0.027994954027235508,1.6764895308297127,1.6484945768024772,238,1050,144.374147994857,332c4d98f80d0af4,1084,400,1778375702.4718745
raw_logs/h200/glm47_flash_ddx_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,ddx_en,2,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.ddx_en,0.027627528179436922,1.678941538091749,1.651314009912312,238,1050,144.12764536082284,332c4d98f80d0af4,1084,400,1778375704.158126
raw_logs/h200/glm47_flash_ddx_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,ddx_en,3,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.ddx_en,0.028622157871723175,1.6749338298104703,1.6463116719387472,238,1050,144.56557895852362,332c4d98f80d0af4,1084,400,1778375705.840339
raw_logs/h200/glm47_flash_ddx_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,ddx_en,4,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.ddx_en,0.02442542719654739,1.6369707300327718,1.6125453028362244,238,1050,147.59275263857322,332c4d98f80d0af4,1084,400,1778375707.484675
raw_logs/h200/glm47_flash_drug_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,drug_zh,0,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.drug_zh,0.05705492594279349,2.196899540955201,2.1398446150124073,269,401,125.71006236284137,bab232c40ae5b363,305,500,1778375712.0509772
raw_logs/h200/glm47_flash_drug_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,drug_zh,1,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.drug_zh,0.04546612408012152,2.197371096117422,2.1519049720373005,269,401,125.00551999065563,bab232c40ae5b363,305,500,1778375714.2559159
raw_logs/h200/glm47_flash_drug_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,drug_zh,2,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.drug_zh,0.027588363038375974,2.1693972190842032,2.1418088560458273,269,401,125.59477436124875,bab232c40ae5b363,305,500,1778375716.4328933
raw_logs/h200/glm47_flash_drug_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,drug_zh,3,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.drug_zh,0.030192920938134193,2.1736511820927262,2.143458261154592,269,401,125.4981283634144,bab232c40ae5b363,305,500,1778375718.613972
raw_logs/h200/glm47_flash_drug_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,drug_zh,4,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.drug_zh,0.02774458099156618,2.1565890279598534,2.1288444469682872,269,401,126.35963157528306,bab232c40ae5b363,305,500,1778375720.7779176
raw_logs/h200/glm47_flash_icd_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,icd_zh,0,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.icd_zh,0.026607375126332045,0.5181381530128419,0.4915307778865099,64,80,130.20547823106418,f48b5220c957d36a,275,200,1778375722.1765497
raw_logs/h200/glm47_flash_icd_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,icd_zh,1,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.icd_zh,0.02718414505943656,0.5183835818897933,0.4911994368303567,64,80,130.293308992745,f48b5220c957d36a,275,200,1778375722.7022257
raw_logs/h200/glm47_flash_icd_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,icd_zh,2,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.icd_zh,0.026662789983674884,0.5180311198346317,0.4913683298509568,64,80,130.24852460355484,f48b5220c957d36a,275,200,1778375723.2274961
raw_logs/h200/glm47_flash_icd_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,icd_zh,3,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.icd_zh,0.027637016959488392,0.5181982030626386,0.49056118610315025,64,80,130.46282872151798,f48b5220c957d36a,275,200,1778375723.752827
raw_logs/h200/glm47_flash_icd_zh.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,icd_zh,4,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.icd_zh,0.026602869853377342,0.5191174908541143,0.49251462100073695,64,80,129.94538084972757,f48b5220c957d36a,275,200,1778375724.2789886
raw_logs/h200/glm47_flash_soap_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,soap_en,0,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.soap_en,0.02908084518276155,1.7721867139916867,1.7431058688089252,247,979,141.70108908461,81478e6e9f0c8263,1474,600,1778375690.1041954
raw_logs/h200/glm47_flash_soap_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,soap_en,1,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.soap_en,0.028683169977739453,1.7652368310373276,1.7365536610595882,247,979,142.23574286169116,81478e6e9f0c8263,1474,600,1778375691.8768275
raw_logs/h200/glm47_flash_soap_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,soap_en,2,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.soap_en,0.03010914009064436,1.7696676880586892,1.7395585479680449,247,979,141.9900470084881,81478e6e9f0c8263,1474,600,1778375693.653777
raw_logs/h200/glm47_flash_soap_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,soap_en,3,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.soap_en,0.028656105045229197,1.756128238979727,1.7274721339344978,247,979,142.98349313307403,81478e6e9f0c8263,1474,600,1778375695.417437
raw_logs/h200/glm47_flash_soap_en.jsonl,h200-nvl,llamacpp,glm-4.7-flash,Q4_K_M,soap_en,4,h200-nvl.llamacpp.glm-4.7-flash.Q4_K_M.soap_en,0.028887307969853282,1.7581380510237068,1.7292507430538535,247,979,142.8364284313092,81478e6e9f0c8263,1474,600,1778375697.1831908
raw_logs/h200/medgemma4b_ddx_en.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,ddx_en,0,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.ddx_en,0.028857477009296417,0.752271625911817,0.7234141489025205,144,667,199.05610115375816,809ea9c4284a1552,1084,400,1778372939.5928478
raw_logs/h200/medgemma4b_ddx_en.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,ddx_en,1,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.ddx_en,0.03082528105005622,0.7638745179865509,0.7330492369364947,144,667,196.43973793874227,809ea9c4284a1552,1084,400,1778372940.3620956
raw_logs/h200/medgemma4b_ddx_en.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,ddx_en,2,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.ddx_en,0.027175518916919827,0.7468998259864748,0.7197243070695549,144,667,200.0766107043314,809ea9c4284a1552,1084,400,1778372941.1143332
raw_logs/h200/medgemma4b_ddx_en.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,ddx_en,3,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.ddx_en,0.026076061883941293,0.7456895259674639,0.7196134640835226,144,667,200.10742876162544,809ea9c4284a1552,1084,400,1778372941.865449
raw_logs/h200/medgemma4b_ddx_en.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,ddx_en,4,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.ddx_en,0.026262925937771797,0.7467514970339835,0.7204885710962117,144,667,199.86437783587093,809ea9c4284a1552,1084,400,1778372942.617562
raw_logs/h200/medgemma4b_drug_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,drug_zh,0,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.drug_zh,0.14730209205299616,0.8359075440093875,0.6886054519563913,137,255,198.9528250332181,771c9a36db7407a7,305,500,1778372945.5114353
raw_logs/h200/medgemma4b_drug_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,drug_zh,1,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.drug_zh,0.02302146190777421,0.7130428890231997,0.6900214271154255,137,255,198.5445590765443,771c9a36db7407a7,305,500,1778372946.2296822
raw_logs/h200/medgemma4b_drug_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,drug_zh,2,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.drug_zh,0.022932018153369427,0.7008699181023985,0.6779378999490291,137,255,202.08340617968162,771c9a36db7407a7,305,500,1778372946.935867
raw_logs/h200/medgemma4b_drug_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,drug_zh,3,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.drug_zh,0.025242870207875967,0.7036874641198665,0.6784445939119905,137,255,201.932480897286,771c9a36db7407a7,305,500,1778372947.6448119
raw_logs/h200/medgemma4b_drug_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,drug_zh,4,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.drug_zh,0.022540749050676823,0.7007701268885285,0.6782293778378516,137,255,201.99655820977046,771c9a36db7407a7,305,500,1778372948.3508713
raw_logs/h200/medgemma4b_icd_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,icd_zh,0,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.icd_zh,0.023314574966207147,0.38985038409009576,0.3665358091238886,73,79,199.16198685876856,42f9ee2f6dcafa25,275,200,1778372949.479179
raw_logs/h200/medgemma4b_icd_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,icd_zh,1,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.icd_zh,0.024060242110863328,0.3899043891578913,0.36584414704702795,73,79,199.5385209500594,42f9ee2f6dcafa25,275,200,1778372949.8742807
raw_logs/h200/medgemma4b_icd_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,icd_zh,2,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.icd_zh,0.022778236074373126,0.39013512805104256,0.36735689197666943,73,79,198.7168380241963,42f9ee2f6dcafa25,275,200,1778372950.269773
raw_logs/h200/medgemma4b_icd_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,icd_zh,3,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.icd_zh,0.02395027200691402,0.3917217440903187,0.36777147208340466,73,79,198.4928292193495,42f9ee2f6dcafa25,275,200,1778372950.6668
raw_logs/h200/medgemma4b_icd_zh.jsonl,h200-nvl,llamacpp,medgemma-4b-it,Q4_K_M,icd_zh,4,h200-nvl.llamacpp.medgemma-4b-it.Q4_K_M.icd_zh,0.022767692804336548,0.3894348288886249,0.36666713608428836,73,79,199.09065420910528,42f9ee2f6dcafa25,275,200,1778372951.0615072
